"","revenue","budget","primary_genre"
"3875",215663859,7.5e+07,"Action"
"3876",8613462,2.5e+07,"Action"
"3881",191185897,4e+07,"Action"
"3882",5849647,6e+06,"Animation"
"3883",43848069,1.5e+07,"Crime"
"3884",161001698,1.4e+07,"Drama"
"3885",3468572,4e+06,"Drama"
"3886",45833132,2e+07,"Comedy"
"3887",83557872,1e+07,"Thriller"
"3888",21032267,1.5e+07,"Comedy"
"3890",152500343,2.5e+07,"Comedy"
"3891",73180723,1.3e+07,"Comedy"
"3892",169327687,1e+08,"Adventure"
"3893",8,6,"Drama"
"3894",374111707,7e+07,"Comedy"
"3895",80049764,4.3e+07,"Drama"
"3896",12008642,1e+07,"Horror"
"3898",429632142,9e+07,"Adventure"
"3900",5164404,1e+07,"Drama"
"3901",2.12e+08,4.5e+07,"Comedy"
"3903",71868327,2.6e+07,"Action"
"3906",33000337,2.8e+07,"Thriller"
"3909",34566746,8e+07,"Drama"
"3910",207515725,4.8e+07,"Thriller"
"3912",8279017,8e+06,"Drama"
"3915",57059003,5e+07,"Comedy"
"3916",25196249,1e+07,"Comedy"
"3918",7900000,1.2e+07,"Action"
"3919",2347000,6500000,"Crime"
"3927",18195610,3e+07,"Action"
"3929",91038276,1.3e+07,"Drama"
"3930",779137,1e+06,"Comedy"
"3931",29400000,3.5e+07,"Crime"
"3943",13276953,1.1e+07,"Crime"
"3944",94728529,3.5e+07,"Comedy"
"3957",3221568,3e+06,"Comedy"
"3959",299965036,2e+07,"Action"
"3960",316360478,1.5e+07,"Action"
"3966",31623833,1800000,"Drama"
"3967",14000,1e+07,"Science Fiction"
"3978",22238696,3.5e+07,"Drama"
"3979",23509382,3e+06,"Comedy"
"3980",29400000,350000,"Horror"
"3998",14375181,5.5e+07,"Action"
"3999",51881013,2.3e+07,"Adventure"
"4001",12396383,1,"Drama"
"4003",32222567,8500000,"Horror"
"4007",42721196,6e+06,"Fantasy"
"4008",17336370,2.2e+07,"Action"
"4010",3769990,1.2e+07,"Horror"
"4016",10424470,1.4e+07,"Comedy"
"4023",351692268,8.7e+07,"Crime"
"4024",19351569,2.2e+07,"Comedy"
"4029",44460850,1e+07,"Science Fiction"
"4030",65754228,4e+07,"Drama"
"4033",5409517,7.5e+07,"Adventure"
"4034",18720175,6.2e+07,"Action"
"4036",147845033,5.7e+07,"Action"
"4040",2070806,1900000,"Comedy"
"4042",56359980,6e+07,"Action"
"4064",15473333,2e+07,"Drama"
"4065",10400000,3e+06,"Drama"
"4073",1.1e+07,2e+06,"Science Fiction"
"4074",16853487,4e+06,"Action"
"4075",30102717,1.5e+07,"Thriller"
"4078",7434726,2.3e+07,"Action"
"4079",1246141,7e+06,"Comedy"
"4080",35419397,3.1e+07,"Comedy"
"4084",8620929,1.5e+07,"Crime"
"4086",14560084,7920000,"Mystery"
"4094",43008075,2900000,"Crime"
"4096",3412497,1250000,"Horror"
"4097",96976270,6.8e+07,"War"
"4098",79958599,5e+07,"Action"
"4100",39723096,9e+06,"Mystery"
"4106",147934180,3.5e+07,"Action"
"4107",23430766,1.1e+07,"Comedy"
"4108",28008462,2.1e+07,"Drama"
"4109",20908467,2e+06,"Drama"
"4112",105178561,6e+07,"Crime"
"4113",83282296,5.3e+07,"Crime"
"4115",68411275,1.6e+07,"Adventure"
"4117",852206,1e+06,"Crime"
"4120",281929795,2.5e+07,"Comedy"
"4121",30987695,17700000,"Mystery"
"4128",39438674,21150000,"Adventure"
"4136",65884703,2.5e+07,"Action"
"4138",54744738,9.4e+07,"Action"
"4141",10372291,9e+07,"Comedy"
"4143",433013274,9.8e+07,"Adventure"
"4147",7.1e+07,31115000,"Drama"
"4148",16519460,2.7e+07,"Fantasy"
"4153",29712172,1.7e+07,"Comedy"
"4159",1703282,1.2e+07,"Comedy"
"4163",23202444,4e+07,"Music"
"4169",136400000,2200000,"Drama"
"4172",117487473,6.5e+07,"Adventure"
"4178",29700000,5.3e+07,"Drama"
"4179",484409218,6e+07,"Adventure"
"4181",179213434,52500000,"Drama"
"4183",449220945,1.4e+08,"History"
"4191",39071603,2.2e+07,"Comedy"
"4194",179033791,2.7e+07,"Action"
"4199",34604000,1.5e+07,"Thriller"
"4200",4905000,2e+06,"Western"
"4206",57915972,1.4e+07,"Crime"
"4210",2e+07,1.2e+07,"Action"
"4213",84772742,2.2e+07,"Action"
"4216",98376292,8e+07,"Action"
"4217",147080413,1.02e+08,"Action"
"4222",24911670,1.8e+07,"War"
"4224",83531958,2.4e+07,"Action"
"4227",57138719,2.3e+07,"Crime"
"4231",5e+06,90000,"Horror"
"4234",177200000,2.1e+07,"Comedy"
"4239",186053725,1.2e+08,"Animation"
"4240",274703340,1.15e+08,"Adventure"
"4241",176104344,7e+07,"Comedy"
"4242",207283925,3.8e+07,"Action"
"4243",235926552,1e+08,"Drama"
"4244",29381649,1.6e+07,"Crime"
"4245",16929123,1.3e+07,"Drama"
"4259",93375151,6e+07,"Comedy"
"4260",64437847,2.5e+07,"Action"
"4261",141220678,4.5e+07,"Comedy"
"4269",72179579,1.8e+07,"Comedy"
"4274",6600000,2686000,"Adventure"
"4276",1450000,270000,"Horror"
"4279",8e+06,3200000,"Western"
"4282",2735731,1.4e+07,"Thriller"
"4301",8200000,4e+06,"Drama"
"4302",10400000,4500000,"Adventure"
"4315",25754284,1e+07,"Action"
"4316",17374595,1.6e+07,"Science Fiction"
"4317",8.5e+07,130000,"Action"
"4319",85131830,1.37e+08,"Adventure"
"4320",141774679,1.8e+07,"Comedy"
"4321",71069884,6.8e+07,"Action"
"4325",5476060,5e+06,"Action"
"4339",18869631,7500000,"Action"
"4340",8083123,46630000,"Action"
"4341",670774,4e+06,"Thriller"
"4345",9797098,4e+06,"Horror"
"4351",51684798,2e+07,"Comedy"
"4353",8247943,1.9e+07,"Horror"
"4354",784990,8e+06,"Drama"
"4357",115860,3512454,"Drama"
"4360",171504781,2e+07,"Drama"
"4361",46616067,6e+06,"Action"
"4362",288752301,3.9e+07,"Comedy"
"4365",13167232,2e+06,"Action"
"4366",3813293,4500000,"Comedy"
"4375",28202109,6e+06,"Comedy"
"4379",17637950,2e+07,"Crime"
"4382",43455230,2.4e+07,"Comedy"
"4385",6436211,9e+06,"Comedy"
"4391",1189315,2500000,"Comedy"
"4392",84460846,12300000,"Animation"
"4393",22433275,8e+06,"Comedy"
"4399",13854000,2e+07,"Comedy"
"4401",7242035,1.2e+07,"Action"
"4403",1893139,8e+06,"Drama"
"4404",34994648,2.9e+07,"Action"
"4405",9205924,6200000,"Comedy"
"4406",14237000,4e+06,"Comedy"
"4408",20659423,3500000,"Family"
"4414",19595031,7e+06,"Horror"
"4421",4594452,1.6e+07,"Action"
"4426",13008928,4e+06,"Action"
"4431",216614388,1.5e+07,"Comedy"
"4437",74134790,3.1e+07,"Fantasy"
"4438",10499694,1e+06,"Action"
"4442",117463,5e+06,"Comedy"
"4443",40485039,1e+07,"Adventure"
"4444",45892212,3e+07,"Action"
"4449",18671317,22500000,"Drama"
"4452",10166459,5e+05,"Action"
"4453",19738015,1.9e+07,"Drama"
"4459",3916303,1e+07,"Music"
"4466",2420917,1.6e+07,"War"
"4474",60864870,3e+07,"Comedy"
"4483",7237794,2e+07,"Crime"
"4485",78247647,1.7e+07,"Action"
"4486",14697005,1500000,"Action"
"4490",15704614,2.5e+07,"Adventure"
"4491",793775,7e+06,"Adventure"
"4492",22099847,2.4e+07,"Action"
"4493",2.96e+08,7500000,"Comedy"
"4495",49797148,1.1e+07,"Comedy"
"4498",1145404,3e+06,"Romance"
"4501",15942628,1.2e+07,"Adventure"
"4502",16093651,8e+06,"Action"
"4509",4192440,1.6e+07,"Action"
"4510",368780809,9.3e+07,"Adventure"
"4512",15250000,1.2e+07,"Crime"
"4515",362211740,1e+08,"Thriller"
"4517",99000,20000,"Crime"
"4521",295206,5e+06,"Comedy"
"4526",30050028,1.5e+07,"Action"
"4533",110879513,1.9e+07,"Drama"
"4534",46908987,1.8e+07,"Crime"
"4537",16554699,5e+06,"Thriller"
"4545",63408614,5.5e+07,"Action"
"4547",40590000,1.5e+07,"Comedy"
"4551",79258538,1.5e+07,"Comedy"
"4552",725131,2e+06,"Comedy"
"4555",14278900,6e+06,"Adventure"
"4562",25928721,5.8e+07,"Music"
"4571",35402320,4.2e+07,"Thriller"
"4572",165335153,3.7e+07,"Comedy"
"4573",347325802,9e+07,"Action"
"4581",31678778,2e+07,"Drama"
"4585",19853892,1.5e+07,"Mystery"
"4590",287553595,3e+07,"Comedy"
"4591",13596911,7.5e+07,"Adventure"
"4593",13678913,3.5e+07,"Action"
"4597",373967,1500000,"Horror"
"4599",62112895,5.7e+07,"Drama"
"4600",85498534,4.8e+07,"Adventure"
"4605",33788161,2.2e+07,"Comedy"
"4606",14010832,2.8e+07,"Action"
"4607",19693891,3.4e+07,"Drama"
"4615",59217789,1e+07,"Horror"
"4624",4790926,1900000,"Comedy"
"4627",27053815,4e+07,"Action"
"4628",16991902,5.7e+07,"Music"
"4636",1667192,7e+05,"Drama"
"4641",23619609,3e+07,"Drama"
"4642",40222729,3.2e+07,"Comedy"
"4645",8493890,4e+07,"Action"
"4646",5271666,2.2e+07,"Drama"
"4647",104876233,4.5e+07,"Action"
"4653",2402459,1e+06,"Comedy"
"4670",6e+07,9400000,"Action"
"4674",10600000,725000,"Crime"
"4675",5e+06,2900000,"Comedy"
"4683",9697739,1.8e+07,"Family"
"4685",100020092,5e+07,"Thriller"
"4686",24185781,3.1e+07,"Drama"
"4687",60780981,2.8e+07,"Comedy"
"4692",36642838,2.3e+07,"Mystery"
"4693",17292381,1.2e+07,"Comedy"
"4694",77516304,2.8e+07,"Comedy"
"4697",7206220,4500000,"Drama"
"4706",67182787,1.5e+07,"Drama"
"4715",67631903,7.5e+07,"Action"
"4716",23978402,1.1e+07,"Action"
"4719",20117339,1.5e+07,"Thriller"
"4723",7316658,1e+07,"Action"
"4726",35976000,4e+06,"Action"
"4728",83304330,9e+06,"Drama"
"4736",74558115,3.5e+07,"Horror"
"4737",27642707,7.2e+07,"Action"
"4738",35743308,4.8e+07,"Comedy"
"4745",50315140,4.8e+07,"Drama"
"4749",1270522,6e+06,"Fantasy"
"4756",54249294,7.5e+07,"Mystery"
"4757",562816256,1.15e+08,"Animation"
"4758",72700000,4.9e+07,"Action"
"4759",490475,1e+05,"Drama"
"4761",141069860,4e+07,"Comedy"
"4766",10229331,7e+06,"Action"
"4767",976475550,1.25e+08,"Adventure"
"4769",2025238,6e+06,"Comedy"
"4771",14782676,2.4e+07,"Comedy"
"4772",143049560,9.2e+07,"Action"
"4773",6459020,4500000,"Fantasy"
"4783",52223306,1.4e+07,"Drama"
"4790",390659,2e+06,"Action"
"4798",1258000,810000,"Drama"
"4803",31899000,6500000,"Horror"
"4812",27107960,3.5e+07,"Science Fiction"
"4816",46236000,9e+06,"Action"
"4818",26414658,5500000,"Drama"
"4821",12232628,5e+06,"Action"
"4828",67642693,2.2e+07,"Action"
"4829",91753202,4e+07,"Action"
"4834",450717150,8.5e+07,"Thriller"
"4844",173921954,1e+07,"Comedy"
"4845",66468332,1.6e+07,"Comedy"
"4846",203388341,6.8e+07,"Drama"
"4850",71441250,2.1e+07,"Comedy"
"4856",5778353,2.5e+07,"Action"
"4857",10500000,4500000,"Action"
"4858",16500000,1.5e+07,"Adventure"
"4860",31155435,1.2e+07,"Comedy"
"4861",80936232,2.5e+07,"Action"
"4864",871368364,9.3e+07,"Adventure"
"4865",37317558,7.2e+07,"Drama"
"4866",313542341,6e+07,"Drama"
"4879",9e+06,3e+06,"Drama"
"4880",87713825,1.07e+08,"Drama"
"4881",172989651,9.2e+07,"Action"
"4883",30400000,1.2e+07,"Music"
"4884",87754044,19800000,"Drama"
"4885",92542418,2.2e+07,"Drama"
"4886",44909486,4e+06,"Drama"
"4891",76382,1.5e+07,"Drama"
"4897",70752904,2.9e+07,"Adventure"
"4898",153518974,3.8e+07,"Thriller"
"4910",14110013,1.8e+07,"Fantasy"
"4911",1e+08,1.8e+07,"Adventure"
"4912",760883,1200000,"Animation"
"4916",4865000,5500000,"Comedy"
"4920",78868508,1.2e+07,"Thriller"
"4925",10219460,1.5e+07,"Science Fiction"
"4926",63513743,1.4e+07,"Drama"
"4931",81600000,3500000,"Comedy"
"4934",4300000,6e+06,"Western"
"4935",75395048,3.5e+07,"Action"
"4936",55157539,3.2e+07,"Drama"
"4937",41227069,1.1e+07,"Drama"
"4938",4,344,"Comedy"
"4942",95789342,14500000,"Animation"
"4947",22030000,1.3e+07,"Comedy"
"4950",6413915,1.4e+07,"Comedy"
"4959",939423,2.4e+07,"Action"
"4962",52970014,1.5e+07,"Comedy"
"4963",78382433,8.5e+07,"Action"
"4966",16671505,5e+07,"Action"
"4970",1.1e+07,1.9e+07,"Comedy"
"4976",61141030,1.2e+07,"Action"
"4977",32287044,7e+07,"Drama"
"4978",102244770,3.6e+07,"Drama"
"4979",109862682,2e+07,"Adventure"
"4980",18492362,3e+06,"Comedy"
"4981",44456478,1.7e+07,"Drama"
"4995",11715321,8e+06,"Action"
"4997",52322400,6e+07,"Drama"
"4998",45479110,3.5e+07,"Drama"
"5009",35323292,3.5e+07,"Comedy"
"5022",114660784,7.5e+07,"Action"
"5031",21355893,4.5e+07,"Drama"
"5034",71368,2.3e+07,"Fantasy"
"5039",2948386,1202007,"Drama"
"5040",25482931,1.4e+07,"Action"
"5041",123729176,8e+07,"Science Fiction"
"5042",2506446,2e+06,"Comedy"
"5053",3484331,4.4e+07,"Action"
"5067",15795189,1e+07,"Western"
"5085",383257136,5.9e+07,"Animation"
"5086",102984862,3.3e+07,"Horror"
"5087",77741732,8.5e+07,"Action"
"5089",10013424,1e+06,"Comedy"
"5092",33616692,5e+06,"Drama"
"5102",5,7,"Thriller"
"5104",35856053,1.4e+07,"Drama"
"5121",155010032,5.4e+07,"Fantasy"
"5131",38793283,2.6e+07,"Adventure"
"5133",196397415,4.8e+07,"Crime"
"5134",75597042,2e+07,"Drama"
"5136",9801375,3e+06,"Drama"
"5149",63781810,4.2e+07,"Drama"
"5150",38275483,5e+06,"Comedy"
"5158",96568,250000,"Crime"
"5160",94935764,4.5e+07,"Action"
"5161",13110448,1.1e+07,"Drama"
"5163",68696770,4.3e+07,"Romance"
"5164",3646994,7e+06,"Drama"
"5165",705308,6e+06,"Drama"
"5166",368744044,5e+06,"Comedy"
"5169",1.6e+07,1e+06,"Action"
"5179",56714147,5e+07,"Crime"
"5180",165333180,6e+07,"Action"
"5190",16951798,1.1e+07,"Horror"
"5191",16872671,4e+07,"Comedy"
"5196",676698,1.8e+07,"Crime"
"5198",14904,120000,"Drama"
"5204",5546827,1.8e+07,"Fantasy"
"5207",19319254,106000,"Drama"
"5211",10364904,9e+06,"Crime"
"5216",821708551,1.39e+08,"Fantasy"
"5226",6266621,7500000,"Drama"
"5228",34793160,1.4e+07,"Action"
"5231",119137784,5e+07,"Thriller"
"5234",2451545,860000,"Romance"
"5244",1.29e+08,2.7e+07,"Drama"
"5245",649398328,1.2e+08,"Adventure"
"5246",416925,1500000,"Drama"
"5249",85,5,"Action"
"5254",51801187,3.8e+07,"Drama"
"5255",113714830,4.6e+07,"Crime"
"5256",122563539,8e+07,"Western"
"5267",1.93e+08,6.8e+07,"Thriller"
"5268",41604473,2.5e+07,"Action"
"5276",14356479,1e+07,"Action"
"5281",65977295,7e+07,"Action"
"5284",3786801,1934000,"Fantasy"
"5285",214034224,6e+07,"Action"
"5286",275650703,8.4e+07,"Mystery"
"5287",77628265,1.15e+08,"Drama"
"5302",1.2e+07,5860000,"Action"
"5304",3900000,1.8e+07,"Science Fiction"
"5307",5400000,1600000,"Western"
"5311",145771527,8e+07,"Animation"
"5312",358372926,1.02e+08,"Action"
"5316",171269535,5e+07,"Comedy"
"5317",4186931,250000,"Comedy"
"5326",441818803,1.4e+08,"Action"
"5327",11411644,1e+07,"Animation"
"5330",43061982,6e+07,"Adventure"
"5331",181001478,8e+07,"Thriller"
"5338",12918858,1.9e+07,"Drama"
"5341",2.2e+07,1e+05,"Mystery"
"5343",37664855,1.3e+07,"Horror"
"5346",35168966,1e+08,"Drama"
"5347",169956806,1.2e+08,"Family"
"5348",296655431,6.3e+07,"Comedy"
"5350",1434436,40000,"Documentary"
"5351",240093,1900000,"Drama"
"5352",2891288,150000,"Comedy"
"5367",20458340,9e+06,"Comedy"
"5369",408247917,7.2e+07,"Drama"
"5371",119723358,3.8e+07,"Action"
"5372",16856124,8e+06,"Drama"
"5373",26199517,5e+07,"Crime"
"5374",277448382,7e+07,"Action"
"5380",19184015,3e+06,"Comedy"
"5390",7103973,1e+08,"Action"
"5391",51842679,2.5e+07,"Adventure"
"5393",21075,50000,"Drama"
"5394",10113733,2.5e+07,"Drama"
"5395",52223306,1.2e+07,"Horror"
"5396",16930185,2.9e+07,"Comedy"
"5398",12398628,2e+07,"Action"
"5407",41092328,1.5e+07,"Adventure"
"5408",181096164,2.6e+07,"Action"
"5414",250993,8500000,"Adventure"
"5415",62134225,1.4e+07,"Comedy"
"5417",9e+06,1e+06,"Drama"
"5422",10626725,1.7e+07,"Drama"
"5423",18902015,4e+07,"Horror"
"5430",22433915,4e+07,"Crime"
"5431",34411240,8500000,"Drama"
"5438",75781642,1.2e+07,"Comedy"
"5440",43928932,2.1e+07,"Action"
"5443",4777465,9e+06,"Comedy"
"5447",22518097,2.4e+07,"Action"
"5453",2.5e+07,230000,"Horror"
"5460",15369573,3e+06,"Comedy"
"5473",19924033,7e+07,"Action"
"5475",29882645,3.5e+07,"War"
"5476",6916869,3e+07,"Action"
"5481",9304609,4e+06,"Comedy"
"5482",274925095,1.5e+07,"Fantasy"
"5484",180622424,3e+07,"Comedy"
"5489",10011050,2.1e+07,"Romance"
"5494",209196298,7.8e+07,"Crime"
"5507",589244,2500000,"Documentary"
"5510",1132112,3.3e+07,"Drama"
"5516",799674,130000,"Drama"
"5528",27362712,8e+06,"Comedy"
"5529",1.2e+07,1.5e+07,"Crime"
"5531",19158074,1.5e+07,"Drama"
"5533",35564473,4e+06,"Documentary"
"5537",1.7e+07,2.5e+07,"Comedy"
"5539",598645,1e+07,"Comedy"
"5541",10719357,2.5e+07,"Drama"
"5542",14,28,"Thriller"
"5543",249348933,4.8e+07,"Horror"
"5544",2062066,7e+06,"Drama"
"5548",13308,3e+06,"Documentary"
"5555",15938065,3e+06,"Fantasy"
"5557",237113184,3500000,"Drama"
"5558",64892670,2.2e+07,"Drama"
"5566",3763988,2e+07,"Action"
"5569",22471595,2e+07,"Fantasy"
"5571",40716963,1.2e+07,"Drama"
"5573",6892098,1e+07,"Action"
"5576",1.2e+07,1.8e+07,"Drama"
"5590",216166,3e+06,"Horror"
"5610",11740000,3e+06,"Adventure"
"5614",1400000,3e+05,"Adventure"
"5617",566736,6500000,"Drama"
"5619",2154696,1e+07,"Comedy"
"5624",2945600,1.8e+07,"Action"
"5636",29916207,8500000,"Comedy"
"5640",9171289,2.2e+07,"Drama"
"5644",26279000,2800000,"Romance"
"5647",68349884,3.5e+07,"Horror"
"5648",64282312,5e+06,"Documentary"
"5652",23000,1.5e+07,"Action"
"5654",56298474,1.2e+07,"Drama"
"5659",41744718,1.2e+07,"Adventure"
"5662",21750000,4e+06,"Action"
"5666",33561137,7e+07,"Action"
"5667",172855065,6.5e+07,"Fantasy"
"5671",109130,1.6e+07,"Crime"
"5672",16838910,3.5e+07,"Thriller"
"5673",2.15e+08,4.1e+07,"Drama"
"5675",29027914,13500000,"Drama"
"5679",876688482,1e+08,"Adventure"
"5692",4245870,7500000,"Comedy"
"5704",2807854,1.1e+07,"Adventure"
"5713",1e+05,1750000,"Thriller"
"5716",14225876,4100000,"Horror"
"5723",439564,1.4e+07,"Adventure"
"5731",2028612,5e+06,"Drama"
"5735",431971116,1.4e+08,"Adventure"
"5737",33526835,2e+07,"Comedy"
"5739",27674124,3e+07,"Drama"
"5741",51001550,9285469,"Drama"
"5743",10959475,4e+07,"Action"
"5744",30002758,4.7e+07,"Drama"
"5745",109578115,1.4e+08,"Adventure"
"5761",39103425,4e+06,"Action"
"5762",8e+06,3500000,"Action"
"5763",55003135,6e+07,"Comedy"
"5764",18591272,4e+06,"Action"
"5765",32801173,1.9e+07,"Comedy"
"5766",5359645,2e+07,"Action"
"5778",27453418,1e+07,"Action"
"5781",8178569,2e+07,"Horror"
"5790",69701637,3.5e+07,"Comedy"
"5799",840000,850000,"Comedy"
"5804",57588485,2e+07,"Drama"
"5806",154906693,5.5e+07,"Comedy"
"5807",67312826,6e+07,"Science Fiction"
"5808",105834556,3e+07,"Drama"
"5815",926287400,7.9e+07,"Adventure"
"5817",13060843,1.5e+07,"Crime"
"5818",23367586,12500000,"Drama"
"5819",193772504,1e+08,"Drama"
"5820",93354918,6e+07,"Comedy"
"5822",12633747,6500000,"Action"
"5825",13273595,3e+07,"Drama"
"5830",2200000,1750000,"Adventure"
"5836",1596,130000,"Crime"
"5838",12500000,6e+06,"Drama"
"5852",352114312,5.2e+07,"Drama"
"5853",41323171,4e+07,"Comedy"
"5854",306776732,4.5e+07,"Action"
"5855",41597830,2.5e+07,"Drama"
"5858",120072577,3.5e+07,"Drama"
"5866",33013805,3e+07,"Comedy"
"5869",101564935,1.8e+07,"Comedy"
"5875",17432163,2e+07,"Comedy"
"5879",30641770,3300000,"Drama"
"5886",182857,120000,"Crime"
"5920",23510601,2.4e+07,"Action"
"5921",90426405,2.6e+07,"Horror"
"5926",150277,5e+05,"Drama"
"5941",70687344,1.8e+07,"Science Fiction"
"6018",177371441,5e+07,"Comedy"
"6019",88323487,5e+07,"Action"
"6020",179179718,7.8e+07,"Fantasy"
"6021",135680000,2e+07,"Family"
"6029",117270765,3.5e+07,"Family"
"6031",7175592,4520000,"Horror"
"6033",37799643,2700000,"Adventure"
"6035",2e+06,3500000,"Comedy"
"6041",6792000,8e+05,"Drama"
"6042",1432687,6e+06,"Crime"
"6048",9237470,1.5e+07,"Action"
"6049",12923936,5.6e+07,"Drama"
"6050",38955598,5e+07,"Drama"
"6051",87055349,2.4e+07,"Comedy"
"6059",56489558,2.5e+07,"Action"
"6075",132675402,2e+07,"Comedy"
"6076",85632458,7e+07,"Action"
"6081",76578641,3500159,"Comedy"
"6082",34234008,5.5e+07,"Drama"
"6088",14483352,5037000,"Drama"
"6105",8690429,1200000,"Horror"
"6106",18686644,6e+06,"Horror"
"6108",2e+07,8e+06,"Comedy"
"6112",8586376,2e+07,"Comedy"
"6113",75715436,6.8e+07,"Drama"
"6123",3.6e+07,4100000,"Drama"
"6124",5519569,2.9e+07,"Action"
"6126",42792561,5e+07,"Action"
"6127",74208267,6e+07,"Action"
"6131",2816116,8e+05,"Drama"
"6143",44350926,3.6e+07,"Action"
"6144",97837138,1.3e+07,"Thriller"
"6148",209151,7500000,"Crime"
"6150",195745823,7.5e+07,"Comedy"
"6152",17040871,1.3e+07,"Documentary"
"6153",16829545,7e+06,"Horror"
"6159",18750246,6e+06,"Comedy"
"6162",20217080,35866397,"Documentary"
"6164",3251794,2200000,"Crime"
"6166",12376563,6500000,"Science Fiction"
"6174",4720371,7e+06,"Action"
"6179",21049053,2.4e+07,"Adventure"
"6181",12454768,2.6e+07,"Action"
"6183",9563393,3e+06,"Comedy"
"6186",90259536,3e+07,"Mystery"
"6191",57862,2500000,"Drama"
"6195",55534455,1.7e+07,"Family"
"6196",407711549,1.1e+08,"Adventure"
"6197",464000,1e+06,"Drama"
"6201",164433867,6e+07,"Comedy"
"6222",738599701,1.5e+08,"Adventure"
"6224",20298207,3.5e+07,"Action"
"6227",3897799,5300000,"Drama"
"6229",484572835,8e+07,"Fantasy"
"6233",940335536,9.4e+07,"Animation"
"6234",176070171,6e+07,"Action"
"6235",28650575,12600000,"Horror"
"6239",236350661,7.6e+07,"Action"
"6241",41400000,8e+06,"Drama"
"6277",23562716,3.5e+07,"Action"
"6293",6153939,9e+06,"Comedy"
"6328",11511031,2.2e+07,"Mystery"
"6334",39267515,1.9e+07,"Comedy"
"6335",4922166,1.2e+07,"Comedy"
"6336",51142659,7.5e+07,"Action"
"6345",15368897,3e+07,"Comedy"
"6354",82719885,5e+06,"Horror"
"6355",259175788,1.2e+08,"Action"
"6362",764083,2500000,"Drama"
"6376",8e+06,151000,"Drama"
"6379",6746000,3005000,"Action"
"6386",245360480,1.37e+08,"Drama"
"6387",124914842,4.5e+07,"Comedy"
"6388",26288320,6e+07,"Family"
"6389",4.35e+08,2e+08,"Action"
"6390",22441323,7800000,"Thriller"
"6391",655011224,1.4e+08,"Adventure"
"6393",179265204,7.8e+07,"Fantasy"
"6400",273339556,1.3e+08,"Adventure"
"6402",160583018,4e+07,"Adventure"
"6412",5585154,1500000,"Action"
"6416",156505388,9.5e+07,"Action"
"6417",148336445,8.7e+07,"Drama"
"6418",197011982,3.8e+07,"Action"
"6423",146402,4e+06,"Drama"
"6431",4e+06,3e+06,"Comedy"
"6433",1500000,1e+07,"Adventure"
"6438",231449203,5.5e+07,"Comedy"
"6439",7266209,5.4e+07,"Drama"
"6445",110230332,2.6e+07,"Comedy"
"6447",116643346,8e+07,"Action"
"6467",114908830,3e+07,"Horror"
"6469",68296293,2.2e+07,"Western"
"6471",37095657,2e+07,"Comedy"
"6476",58795814,2.8e+07,"Action"
"6481",23800000,658000,"Crime"
"6483",12974636,6e+06,"Horror"
"6490",17343596,350000,"Comedy"
"6491",1.1e+07,4e+06,"Horror"
"6494",2275557,8e+06,"Action"
"6497",2437000,777000,"Drama"
"6498",5e+07,5e+06,"Music"
"6505",3661757,6e+06,"Horror"
"6509",5e+06,210000,"Adventure"
"6511",48572000,1.1e+07,"Action"
"6515",33833201,6e+06,"Comedy"
"6516",57500000,1e+07,"Action"
"6537",1675706,2e+07,"Comedy"
"6547",63102666,1.7e+07,"Horror"
"6555",11560806,3.5e+07,"Drama"
"6557",742898,5e+06,"Comedy"
"6559",30553394,1500000,"Horror"
"6560",65565672,6.2e+07,"Comedy"
"6561",98185582,2.9e+07,"Action"
"6563",119723856,4e+06,"Drama"
"6582",22765081,1.2e+07,"Action"
"6583",3.4e+07,3500000,"Horror"
"6584",33208099,2.4e+07,"Comedy"
"6586",14358033,4e+07,"Comedy"
"6587",29174648,9250000,"Drama"
"6596",1e+07,3200000,"Horror"
"6604",30238577,1.5e+07,"Comedy"
"6606",95708457,2.2e+07,"Fantasy"
"6615",19322135,4e+07,"Action"
"6616",80916492,8.5e+07,"Adventure"
"6617",58878723,1.8e+07,"Romance"
"6621",3031801,4361898,"Comedy"
"6625",1477676,8e+06,"Adventure"
"6626",2120439,5952000,"Horror"
"6628",8100000,5200000,"Adventure"
"6629",1e+07,3e+06,"Drama"
"6631",19,118,"Comedy"
"6639",70600000,8500000,"Drama"
"6642",8826094,8e+06,"Action"
"6646",118243066,1.5e+07,"Family"
"6648",57504069,6500000,"Crime"
"6649",49114016,3e+07,"Drama"
"6654",21591728,1.8e+07,"Crime"
"6660",2.1e+07,7700000,"Adventure"
"6662",174999005,1.9e+07,"Drama"
"6663",4350774,9e+06,"Comedy"
"6664",21633874,1e+07,"Action"
"6666",38348988,2.5e+07,"Action"
"6667",6700000,11400000,"Comedy"
"6671",10400000,8e+06,"Crime"
"6673",15014674,2500000,"Comedy"
"6681",3721911,1.3e+07,"Comedy"
"6693",6375979,1.8e+07,"Comedy"
"6698",858250,5e+06,"Drama"
"6699",123509,10500000,"Drama"
"6700",1.7e+07,5e+05,"Horror"
"6704",13007551,3500000,"Crime"
"6712",20246790,2.3e+07,"Drama"
"6714",55495563,5e+07,"Thriller"
"6715",131282949,3.5e+07,"Comedy"
"6719",8679814,5e+05,"Drama"
"6720",2466444,5e+06,"Crime"
"6722",156822020,2.5e+07,"Thriller"
"6724",13818181,7e+06,"Horror"
